stage,dataset,config,judge,judge_raw,judge_model,interaction_id,file,overall,average,CAC,EPC,AR,TRA,ACQ
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_mental_disease_4_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,3.0,3.5,2.5,2.75,2.75
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_4_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.5,3.25,2.25,2.25,2.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_4_08,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.25,3.75,2.25,2.5,2.75
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_1_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_mental_disease_5_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.2,2.2,2.0,2.5,2.0,2.0,2.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_mental_disease_5_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.45,2.45,2.0,2.5,2.25,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_5_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,2.75,4.0,2.75,3.0,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_5_08,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.5,3.5,2.25,2.75,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_2_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.25,3.0,2.25,2.75,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_1_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.5,4.0,2.5,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_1_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,4.0,3.0,3.0,3.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_1_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.5,2.75,2.25,2.75,2.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_3_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.25,2.75
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_2_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.0,3.0,2.0,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_2_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.4,2.4,2.0,2.5,2.0,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_3_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,2.75,2.5,2.75,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_4_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.25,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_3_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.0,2.0,1.5,2.5,1.5,2.0,2.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_3_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.0,2.0,1.5,2.5,1.5,2.0,2.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_4_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.5,3.75,3.0,3.25,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_5_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.5,3.0,2.5,2.75,2.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_4_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.5,3.5,2.0,2.5,2.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_4_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,4.0,2.75,3.0,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_5_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.0,3.25,3.25,3.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_1_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.5,2.75,2.25,3.0,2.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_5_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.0,4.5,3.0,3.25,3.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_self-growth_5_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,2.75,3.0,3.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_1_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.75,3.5,2.5,2.75,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_2_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.75,3.25,2.5,2.75,2.75
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_1_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.5,3.0,2.25,2.75,2.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_1_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.35,2.35,2.5,2.5,2.0,2.75,2.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_2_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,4.0,3.0,3.0,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_3_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,2.75,3.25,2.75,3.0,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_2_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.5,4.0,3.0,3.0,3.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_2_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,3.25,3.0,3.0,2.75
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_3_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,2.75,4.0,2.75,3.0,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_4_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,4.0,3.0,3.25,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_3_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,2.75,3.0,3.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_3_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.5,2.5,2.25,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_4_06,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.5,3.5,2.5,2.75,2.75
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_5_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,4.25,3.0,3.25,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_4_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,3.0,3.5,2.5,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_4_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.75,3.0,2.5,2.75,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_2_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.0,3.5,3.0,3.0,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_5_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.0,3.5,3.0,3.0,4.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_sex_5_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.7,3.7,3.5,4.5,3.25,3.25,4.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_3_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,2.75,3.5,2.75,3.0,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_1_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.5,4.0,2.0,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_1_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.75,2.25,2.5,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_4_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,2.75,3.75,2.5,3.0,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_2_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.25,4.25,3.25,3.25,3.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_2_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,4.0,3.0,3.0,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_5_10,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.25,2.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_3_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.5,3.5,2.25,2.75,3.25
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_3_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.75,3.5,2.5,2.75,3.0
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_4_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.0,2.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_4_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.25,3.75,2.25,2.5,2.75
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_5_02,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.5,3.25,2.0,2.5,2.5
full,cpsycoun,S3,gpt,gpt_9router,openai/cx/gpt-5.5,cpscycoun_social_relationship_5_04,CPsyCoun_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,3.5,2.0,2.5,3.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_0,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.0,2.0,2.0,1.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_1,ESConv_S3_claude_9router_full_judgments.jsonl,2.0,2.0,1.5,2.0,2.0,2.0,2.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_2,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.0,1.5,2.0,2.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_3,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.5,1.5,1.5,2.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_4,ESConv_S3_claude_9router_full_judgments.jsonl,1.5,1.5,1.5,1.0,1.5,2.0,1.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_5,ESConv_S3_claude_9router_full_judgments.jsonl,2.0,2.0,2.0,2.0,2.0,2.5,1.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_6,ESConv_S3_claude_9router_full_judgments.jsonl,1.4,1.4,1.0,1.0,1.5,2.0,1.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_7,ESConv_S3_claude_9router_full_judgments.jsonl,2.4,2.4,2.0,2.5,2.0,2.5,3.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_8,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.5,1.5,2.0,1.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_9,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,1.5,2.0,2.5,2.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_10,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,2.0,1.0,2.0,2.0,1.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_11,ESConv_S3_claude_9router_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_12,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_13,ESConv_S3_claude_9router_full_judgments.jsonl,1.9,1.9,1.5,2.0,2.0,2.5,1.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_14,ESConv_S3_claude_9router_full_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.5,2.5
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_15,ESConv_S3_claude_9router_full_judgments.jsonl,2.8,2.8,2.5,3.0,2.5,3.0,3.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_16,ESConv_S3_claude_9router_full_judgments.jsonl,1.4,1.4,1.5,1.0,1.5,2.0,1.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_17,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_18,ESConv_S3_claude_9router_full_judgments.jsonl,1.4,1.4,1.0,1.0,1.0,2.0,2.0
full,esconv,S3,claude,claude_batch,anthropic/claude-sonnet-4-6,esconv_19,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_20,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_21,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_22,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,2.0,1.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_23,ESConv_S3_claude_9router_full_judgments.jsonl,1.8,1.8,2.0,1.5,2.0,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_24,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.5,1.5,2.5,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_25,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_26,ESConv_S3_claude_9router_full_judgments.jsonl,1.8,1.8,1.5,1.5,2.0,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_27,ESConv_S3_claude_9router_full_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,2.5,2.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_28,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.0,1.5,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_29,ESConv_S3_claude_9router_full_judgments.jsonl,1.8,1.8,2.0,1.0,2.0,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_30,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,2.0,1.5,2.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_31,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_32,ESConv_S3_claude_9router_full_judgments.jsonl,2.5,2.5,2.5,2.0,3.0,3.0,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_33,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,1.5,1.5,2.0,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_34,ESConv_S3_claude_9router_full_judgments.jsonl,1.9,1.9,2.0,1.0,2.0,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_35,ESConv_S3_claude_9router_full_judgments.jsonl,1.5,1.5,1.5,1.5,1.5,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_36,ESConv_S3_claude_9router_full_judgments.jsonl,1.5,1.5,1.5,1.0,1.5,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_37,ESConv_S3_claude_9router_full_judgments.jsonl,2.5,2.5,2.5,2.0,2.5,3.0,2.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_38,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,1.5,2.5,3.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_39,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_40,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,1.5,1.5,1.5,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_41,ESConv_S3_claude_9router_full_judgments.jsonl,2.0,2.0,2.0,2.5,1.5,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_42,ESConv_S3_claude_9router_full_judgments.jsonl,1.8,1.8,1.5,1.5,2.0,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_43,ESConv_S3_claude_9router_full_judgments.jsonl,1.3,1.3,1.0,1.5,1.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_44,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,1.5,1.5,2.0,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_45,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_46,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_47,ESConv_S3_claude_9router_full_judgments.jsonl,1.8,1.8,2.0,2.0,1.5,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_48,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_49,ESConv_S3_claude_9router_full_judgments.jsonl,1.8,1.8,2.0,1.5,2.0,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_50,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.5,1.5,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_51,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,2.0,1.0,2.0,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_52,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_53,ESConv_S3_claude_9router_full_judgments.jsonl,2.0,2.0,2.0,1.5,2.5,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_54,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,1.5,1.5,2.0,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_55,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.0,2.0,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_56,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.5,1.5,2.5,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_57,ESConv_S3_claude_9router_full_judgments.jsonl,2.2,2.2,2.0,2.0,2.5,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_58,ESConv_S3_claude_9router_full_judgments.jsonl,1.9,1.9,2.0,1.5,2.0,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_59,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_60,ESConv_S3_claude_9router_full_judgments.jsonl,2.1,2.1,2.0,1.0,2.5,3.0,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_61,ESConv_S3_claude_9router_full_judgments.jsonl,2.0,2.0,2.0,1.5,2.0,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_62,ESConv_S3_claude_9router_full_judgments.jsonl,2.2,2.2,2.0,2.0,2.0,2.5,2.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_63,ESConv_S3_claude_9router_full_judgments.jsonl,2.3,2.3,2.0,2.0,2.5,3.0,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_64,ESConv_S3_claude_9router_full_judgments.jsonl,1.5,1.5,1.5,1.0,1.5,2.0,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_65,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.5,1.5,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_66,ESConv_S3_claude_9router_full_judgments.jsonl,1.1,1.1,1.0,1.0,1.0,1.5,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_67,ESConv_S3_claude_9router_full_judgments.jsonl,2.2,2.2,2.0,2.0,2.0,3.0,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_68,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_69,ESConv_S3_claude_9router_full_judgments.jsonl,1.7,1.7,2.0,1.0,2.0,2.5,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_70,ESConv_S3_claude_9router_full_judgments.jsonl,1.2,1.2,1.0,1.0,1.0,1.0,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_71,ESConv_S3_claude_9router_full_judgments.jsonl,1.9,1.9,1.5,2.0,1.5,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_72,ESConv_S3_claude_9router_full_judgments.jsonl,1.8,1.8,2.0,1.0,2.0,2.5,1.5
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_73,ESConv_S3_claude_9router_full_judgments.jsonl,2.0,2.0,2.0,1.0,2.5,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_74,ESConv_S3_claude_9router_full_judgments.jsonl,1.3,1.3,1.0,1.0,1.5,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_75,ESConv_S3_claude_9router_full_judgments.jsonl,1.4,1.4,1.5,1.0,1.5,2.0,1.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_76,ESConv_S3_claude_9router_full_judgments.jsonl,2.2,2.2,2.0,2.5,2.0,2.5,2.0
full,esconv,S3,claude,claude_9router,openai/cc/claude-sonnet-4-6,esconv_77,ESConv_S3_claude_9router_full_judgments.jsonl,1.6,1.6,1.5,1.0,2.0,2.0,1.5
